image_name,question,answer
000000007644.jpg,người đội mũ bảo hiểm ngồi phía bên nào so với người không đội mũ bảo hiểm ?,người đội mũ bảo hiểm ngồi bên trái người không đội mũ bảo hiểm
000000002108.jpg,sản phẩm này đang bán tại hệ thống nào ?,sản phẩm này đang bán tại hệ thống vinmart
000000001784.jpg,biển báo phía dưới được trang trí đèn màu gì ?,biển báo phía dưới được trang trí đèn màu vàng
000000002178.jpg,sản phầm nào đang đưcọ quảng cáo ?,iphone 12 series
000000002016.jpg,cửa hàng này bán những mặt hàng gì ?,"mặt hàng thuốc men , dược phẩm"
000000003070.jpg,những nhân viên này đang tham dự sự kiện gì ?,sự kiện khai trương cửa hàng nutri mart
000000001909.jpg,các cửa tiệm trên con phố này kinh doanh dịch vụ gì ?,dịch vụ bấm lỗ tai
000000005394.jpg,có phương tiện nào đang di chuyển trên mặt nước ?,có chiếc ca nô đang di chuyển trên mặt nước
000000010630.jpg,river side palace là trung tâm gì ?,trung tâm hội nghị - tiệc cưới
000000009132.jpg,lọ hoa được đặt ở đâu so với cái kệ ?,lọ hoa được đặt bên trái cái kệ
000000009464.jpg,có bao nhiêu chiếc xe máy trên đường ?,trên đường có một chiếc xe máy
000000004928.jpg,cô gái đứng cùng với một cô gái khác đang cầm thứ gì để che nắng ?,cô ấy cầm chiếc ô
000000010180.jpg,mọi người đang mua hàng ở đâu ?,ở vinmart
000000008577.jpg,chiếc ba lô của cô gái có màu gì ?,chiếc ba lô có màu đen
000000002145.jpg,quán ăn thanh mai hoạt động kinh doanh trên địa bàn quận mấy ?,quán ăn thanh mai hoạt động kinh doanh trên địa bàn quận 1
000000010174.jpg,người đàn ông cầm loa đang nhìn về hướng nào ?,đang nhìn về hướng chợ đông hà
000000009893.jpg,đây là ở đâu ?,bảo tàng chứng tích chiến tranh
000000008331.jpg,có bao nhiêu giáo viên đi chung với những đứa trẻ ?,hai người
000000008286.jpg,những khu vườn được thắp sáng bằng cách nào ?,bằng cách sử dụng những bóng đèn
000000009875.jpg,bức ảnh được chụp ở địa điểm nào ?,phố thanh hà
000000009433.jpg,bức ảnh nền được sử dụng cho bảng quảng cáo miêu tả thứ gì ?,bức ảnh nền của bảng quảng cáo miêu tả một phòng khách và nội thất bên trong nó
000000002974.jpg,cửa hàng kinh doanh mặt hàng gì ?,hoa quả nhập khẩu và bánh kẹo các loại
000000005981.jpg,bạn nữ này cầm túi xách tay nào ?,bạn nữ này cầm túi xách tay trái
000000002269.jpg,buổi lễ gì đang diễn ra ?,lễ khánh thành nhà máy
000000000829.jpg,quán ăn tú quyên đặc biệt kinh doanh những món ăn nào ?,tiết canh vịt
000000002362.jpg,cửa hàng này bán những mặt hàng gì ?,"bán các loại tủ bếp , thiết bị bếp , bồn tắm , phòng xông hơi"
000000007221.jpg,người phụ nữ có màu áo và màu khẩu trang như thế nào ?,áo nâu và khẩu trang trắng
000000000642.jpg,phải làm gì để giữ gìn sạch sẽ tại ngõ 121 ?,rác không đổ bậy tường không vẽ bừa
000000000584.jpg,dũng cố bán món gì ?,"dũng cố bán bún bò huế , hủ tíu nam vang"
000000001180.jpg,những bức ảnh này là gì ?,là những homestay phố cổ hà nội
000000001312.jpg,đây là địa điểm kinh doanh của công ty nào ?,đây là địa điểm kinh doanh của công ty cpdp pharmacity
000000006796.jpg,cậu bé đang đứng ở đâu so với người đàn ông áo trắng và người phụ nữ áo hoa ?,cậu bé đang đứng giữa hai người
000000009744.jpg,tuyến phố này có tên là gì ?,phố bát đàn
000000004153.jpg,cô gái đang làm gì ?,cô ấy đang xem sản phẩm
000000009568.jpg,biển hiệu quảng cáo của quán cơm niêu có màu chủ đạo là màu gì ?,màu nâu
000000010519.jpg,những người này đang bê thùng hàng ra khỏi đâu ?,thùng xe tải
000000009687.jpg,có bao nhiêu người đến mua sơn ở đại lý minh hằng ?,một người
000000000723.jpg,hội thi tên gì ?,hội thi tôi là người vnpt 2016
000000007197.jpg,người đàn ông mặc áo đỏ đang làm việc gì ?,ông ấy đang sơn tường
000000005179.jpg,người phụ nữ đang cầm bút bằng tay nào ?,đang cầm bút bằng tay phải
000000007434.jpg,cô gái và người phụ nữ đang làm gì ?,đang lựa mua rau
000000010199.jpg,buổi họp báo này được tổ chức bởi đơn vị nào ?,ban chỉ đạo phòng chống dịch covid-19 thành phố hồ chí minh
000000007126.jpg,trên dòng chữ tổ quốc có xuất hiện biểu tượng gì ?,trên dòng chữ tổ quốc có biểu tượng ngôi sao vàng năm cánh
000000008792.jpg,người đàn ông mặc áo đỏ đứng trên chiếc thuyền chở mặt hàng gì ?,trái cây
000000007984.jpg,phía sau anh trai có gì ?,phía sau anh trai có một vòng quay ngựa
000000002885.jpg,quán nail có tên là gì ?,quán nail có tên là gà tây
000000007985.jpg,cô gái đang ngồi thiền với ai ?,cô gái đang ngồi thiền một mình
000000000987.jpg,sự kiện gì sắp diễn ra ?,"nhiệt liệt chào mừng đại hội đại biểu đảng bộ tỉnh lần thứ ix , nhiệm kì 201 0-2 015"
000000000762.jpg,sắp tới cầu gì ?,cầu đại lộc
000000007889.jpg,những chiếc ghế có màu gì ?,những chiếc ghế có màu đỏ
000000010458.jpg,cửa hàng quần áo thời trang này nằm trên con đường nào ?,đường hoàng tam kỳ
000000006026.jpg,đây là buổi nào trong ngày ?,buổi sáng
000000008469.jpg,người phụ nữ mặc áo cam đang làm gì ?,đang sắp xếp lại quầy bán sữa
000000009770.jpg,có bao nhiêu chiếc xe hơi đậu trước quán ăn ?,không có chiếc xe hơi nào đậu trước quán ăn
000000006435.jpg,ngôi nhà ngay phía trước cô gái có tường được sơn màu gì ?,ngôi nhà ngay phía trước cô gái có tường được sơn màu vàng
000000008147.jpg,người phụ nữ mặc áo có hoa văn nhiều màu đang làm gì tại quầy hàng ?,cô ấy đang lựa mua sản phẩm tại quầy hàng này
000000005773.jpg,cô gái cầm điện thoại đang có hành động gì ?,cô gái cầm điện thoại đang sử dụng điện thoại quét mã qr
000000007089.jpg,có gái mặc áo màu gì ?,cô gái mặc áo màu đen
000000004013.jpg,người phụ nữ áo vàng đang đứng ở đâu so với người phụ nữ áo đỏ ?,đang đứng phía sau người phụ nữ áo đỏ
000000001732.jpg,có tất cả bao nhiêu siêu thị vinmart ?,có tất cả 122 siêu thị vinmart
000000010393.jpg,chiếc ô tô có màu gì ?,chiếc ô tô có màu trắng
000000000910.jpg,hội liên hiệp thanh niên việt nam diễn ra vào ngày nào hằng năm ?,ngày 15 tháng 10
000000006350.jpg,cô chủ quán ngồi bán với ai ?,cô chủ quán bán một mình
000000007625.jpg,phía sau người áo caro là quầy hàng gì ?,phía sau là quầy rau củ
000000006788.jpg,đứa bé đang đứng tính tiền chung với người phụ nữ mặc áo thun xanh dương đang mặc áo màu gì ?,áo màu xanh lá
000000002893.jpg,quán cơm có tên là gì ?,quán cơm có tên là ba ghiền
000000001657.jpg,bức ảnh được chụp ở đâu ?,bức ảnh được chụp trước siêu thị bigc
000000009556.jpg,con phố này tên là gì ?,con phố này tên là đinh tiên hoàng
000000011161.jpg,quán nước bán thứ gì ?,quán nước bán bánh và trà sữa
000000009587.jpg,chỗ bán đồ ăn thức uống này nằm ở số nhà bao nhiêu ?,số 105
000000009273.jpg,số điện thoại của xưởng cơ khí góc nhìn là gì ?,xưởng cơ khí có số điện thoại là 0912502060
000000005004.jpg,có bao nhiêu người cài mắt kính lên tóc ?,hai người
000000008492.jpg,người đàn ông mặc áo màu gì ?,màu đỏ
000000006028.jpg,các sạp hàng ở đây đều bày bán loại sản phẩm gì ?,áo quần các loại
000000010282.jpg,bách hóa xanh nằm ở đâu ?,bách hóa xanh nằm bên trái điện máy xanh
000000007162.jpg,cô gái mặc áo ấm màu nâu đang cầm thứ gì trên tay ?,cô ấy cầm bó hoa trắng
000000007623.jpg,thời tiết tại khu phố này đang ra sao ?,tại khu phố này trời đang nắng
000000005802.jpg,người đang ngồi đội cái gì trên đầu ?,người đang ngồi đội cái nón kết
000000000887.jpg,tiệm phúc lộc có các dịch vụ nào ?,"tiệm phúc lộc có dịch vụ sửa xe , rửa xe , thay nhớt , tân trang xe"
000000010274.jpg,số điện thoại di động mà hiệu vải hoàng kim cung cấp để tiện liên lạc là gì ?,0905167500
000000000999.jpg,cửa hàng co-op funny bán những mặt hàng gì ?,"bán các loại sữa , kem , bánh kẹo , dầu gội , sữa tắm , đồ hộp , nước giải khát"
000000001007.jpg,nhà nghỉ phục vụ bao nhiêu giờ trong ngày ?,24 / 24
000000005070.jpg,người áo xanh dương đang ở vị trí nào so với người áo vàng ?,đang ngồi bên phải người áo vàng
000000004534.jpg,có mấy chiếc thuyền ?,có hai chiếc thuyền
000000009154.jpg,bức ảnh diễn tả điều gì ?,bức ảnh diễn tả một trang web
000000003012.jpg,người đến đây không nên làm gì ?,không nên chọc phá cá sấu
000000006633.jpg,đây là khu vực gì của siêu thị ?,đây là khu vực tính tiền của siêu thị
000000008370.jpg,thời tiết tại nơi này đang ra sao ?,tại nơi này trời đang nắng
000000006280.jpg,muốn vào trong đó phải qua mấy cổng ?,phải qua hai cổng
000000001149.jpg,trà sữa bòn bon nằm ở đường nào ?,đường dương đình nghệ
000000010248.jpg,tên của trung tâm thương mại là gì ?,trung tâm thương mại có tên là green square
000000002708.jpg,văn phòng đại diện này của công ty nào ?,của công ty trách nhiệm hữu hạn phát triển kỹ thuật việt nam vtd
000000007501.jpg,người phụ nữ mặc áo yếm đỏ đang làm gì với những người khách ?,quảng bá sản phẩm
000000001740.jpg,lối vào hầm gửi xe ở đâu ?,bên phải
000000010343.jpg,bột giặt omo được bán với giá bao nhiêu tiền một túi ?,bột giặt omo được bán với giá 224 000 đồng một túi
000000004480.jpg,có mấy chiếc xe máy trên đường ?,không có chiếc xe máy nào trên đường
000000006985.jpg,cả hai người đàn ông đều mang khẩu trang màu gì ?,màu đen
000000001353.jpg,người đàn ông bên trái đang cầm cái gì ?,cầm cái kìm
000000001846.jpg,đây là ban quản lý của dự án nào ?,dự án vinhomes golden river
000000001972.jpg,quy tắc của hạnh phúc là gì ?,"có việc gì đó để làm , ai đó để yêu thương , và điều gì đó để hi vọng"
000000011033.jpg,bao bì đóng gói có màu gì ?,màu xanh lá
000000003001.jpg,các nghệ sĩ đang làm gì ?,các nghệ sĩ đang biễu diễn tiết mục nhằm khai trương trung tâm thương mại vincom center a
000000009222.jpg,bức ảnh được chụp vào thời tiết gì ?,thời tiết bình thường
000000006102.jpg,người đàn ông đang làm gì ?,anh ấy đang bưng cái nồi
000000009798.jpg,khách du lịch đang đi tham quan ở đâu ?,ở một căn nhà sàn
000000004826.jpg,bức ảnh chụp trọng tâm ở gian hàng nào ?,gian hàng bán thịt
000000008572.jpg,có bao nhiêu hòm tiền công đức ?,có hai hòm tiền công đức
000000002683.jpg,quán này tên gì ?,quán này tên thịt chó 99
000000009444.jpg,đây là rào chắn phong tỏa được thiết lập bởi chính quyền địa phương nào ?,chính quyền phường tân phú
000000006184.jpg,những người này đang bịt mắt để bắt con gì ?,họ bịt mắt để bắt con vịt
000000005817.jpg,ngọn đèn đằng xa tỏa ra ánh sáng màu gì ?,ngọn đèn đằng xa tỏa ra ánh sáng màu trắng
000000000882.jpg,địa chỉ của quán phú hồng là gì ?,19 yến bái - đn
000000004323.jpg,con tàu có khói có màu gì ?,con tàu có màu trắng
000000006604.jpg,ai là người đang cầm bịch đồ ?,người phụ nữ mặc đồ đen
000000005492.jpg,bạn nam đang đi với ai ?,với một bạn nữ mặc áo nâu
000000001327.jpg,trang web được in trên tấm quảng cáo bên phải là gì ?,www . nhuahiepthanh . com
000000004240.jpg,có bao nhiêu bức tranh đặt giữa phòng ?,có một bức tranh đặt giữa phòng
000000007171.jpg,thứ mà người đàn ông mặc áo sơ mi cầm là gì ?,người đàn ông mặc áo sơ mi đang cầm vật dùng để trang trí cây thông noel
000000001498.jpg,thuốc tê thấp có hiệu gì ?,có hiệu càu bây
000000004339.jpg,tòa tháp nằm giữa hồ này có tên gọi là gì ?,tháp rùa
000000004510.jpg,có những cái gì được trưng bày trên tường trong bảo tàng ?,những bức tranh vẽ
000000007113.jpg,những chiếc đèn lồng màu gì ?,những chiếc đèn lồng màu đỏ
000000002168.jpg,muốn đi căn cứ địa đồng bò thì đi hướng nào ?,rẽ phải đi thẳng 2 km nữa sẽ tới
000000008412.jpg,bé trai đang ôm gì trên tay ?,bé trai đang ôm thùng đồ trên tay
000000010153.jpg,có mấy lá cờ trên cổng vào khu di tích ?,có bốn lá cờ
000000004853.jpg,nhóm ba người đang đứng ở đâu ?,ở trên một bãi biển
